Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote
Ukraine,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , 1300,,1300 ,<1000 , 2100,,2000 ,1400 , 3100,,3000 ,2100 , 4500,,4300 ,3100 , 6100,,5700 ,4300 , 7900,,7300 ,5700 , 9900,,9000 ,7200 , 12 000,,11 000 ,8800 , 14 000,,13 000 ,10 000 , 16 000,,14 000 ,12 000 , 17 000,,15 000 ,13 000 , 19 000,,16 000 ,13 000 , 19 000,,17 000 ,14 000 , 20 000,,17 000 ,14 000 , 20 000,,16 000 ,14 000 , 19 000,,16 000 ,13 000 , 19 000,,16 000 ,13 000 , 19 000,,15 000 ,12 000 , 17 000,,13 000 ,10 000 , 15 000,,11 000 ,8600 , 14 000,,11 000 ,8800 , 14 000,,10 000 ,7700 , 13 000,,7900 ,5700 , 10 000,,6600 ,4700 , 8900,,5500 ,3800 , 7600,,5000 ,3500 , 7100,,4800 ,3300 , 6800,,... ,... , ...,,... ,... , ...,
United Arab Emirates,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
United Kingdom,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
United Republic of Tanzania,29 000 ,25 000 , 36 000,,36 000 ,31 000 , 44 000,,44 000 ,38 000 , 53 000,,51 000 ,44 000 , 61 000,,59 000 ,51 000 , 70 000,,68 000 ,59 000 , 79 000,,75 000 ,65 000 , 87 000,,80 000 ,71 000 , 93 000,,86 000 ,77 000 , 99 000,,91 000 ,83 000 , 100 000,,95 000 ,86 000 , 110 000,,99 000 ,90 000 , 110 000,,100 000 ,92 000 , 120 000,,100 000 ,94 000 , 120 000,,100 000 ,94 000 , 120 000,,100 000 ,93 000 , 110 000,,92 000 ,84 000 , 100 000,,74 000 ,67 000 , 86 000,,64 000 ,56 000 , 75 000,,59 000 ,52 000 , 71 000,,53 000 ,46 000 , 64 000,,51 000 ,43 000 , 63 000,,47 000 ,40 000 , 58 000,,40 000 ,33 000 , 50 000,,37 000 ,31 000 , 47 000,,36 000 ,30 000 , 46 000,,36 000 ,30 000 , 46 000,,36 000 ,30 000 , 46 000,,34 000 ,28 000 , 44 000,,34 000 ,28 000 , 43 000,,31 000 ,25 000 , 41 000,,28 000 ,22 000 , 37 000,,26 000 ,21 000 , 35 000,,25 000 ,21 000 , 33 000,
United States,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Uruguay,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<100 , <500,
Uzbekistan,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<500 , <1000,
Venezuela (Bolivarian Republic of),... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Viet Nam,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<100 , <200,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<1000 ,<1000 , <1000,,1300 ,1100 , 1500,,1900 ,1600 , 2300,,2700 ,2300 , 3200,,3600 ,3100 , 4300,,4700 ,4000 , 5500,,5800 ,4900 , 6700,,7000 ,6000 , 8000,,8200 ,7000 , 9400,,9300 ,8000 , 11 000,,10 000 ,8700 , 12 000,,10 000 ,8800 , 12 000,,9700 ,8100 , 11 000,,8400 ,6900 , 10 000,,7000 ,5500 , 8700,,6500 ,5000 , 8200,,6600 ,5100 , 8400,,6500 ,5000 , 8300,,6200 ,4600 , 7900,,5800 ,4300 , 7600,,5500 ,4000 , 7200,,5400 ,4000 , 7200,,5800 ,4200 , 7700,,6000 ,4400 , 7800,,5700 ,4200 , 7400,,5300 ,3900 , 7100,,4900 ,3500 , 6600,,4600 ,3300 , 6300,,4100 ,3000 , 5600,
Yemen,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <500,,<100 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1000,,<1000 ,<500 , 1100,,<1000 ,<500 , 1100,
Zambia,15 000 ,12 000 , 18 000,,19 000 ,16 000 , 23 000,,24 000 ,20 000 , 28 000,,28 000 ,25 000 , 34 000,,33 000 ,29 000 , 39 000,,38 000 ,34 000 , 44 000,,42 000 ,37 000 , 49 000,,46 000 ,41 000 , 53 000,,50 000 ,45 000 , 57 000,,53 000 ,48 000 , 60 000,,56 000 ,51 000 , 63 000,,59 000 ,54 000 , 66 000,,62 000 ,57 000 , 69 000,,61 000 ,57 000 , 68 000,,58 000 ,53 000 , 65 000,,55 000 ,50 000 , 61 000,,50 000 ,46 000 , 56 000,,42 000 ,37 000 , 47 000,,32 000 ,29 000 , 38 000,,27 000 ,24 000 , 32 000,,25 000 ,22 000 , 30 000,,24 000 ,21 000 , 28 000,,23 000 ,20 000 , 26 000,,22 000 ,19 000 , 25 000,,21 000 ,18 000 , 24 000,,21 000 ,18 000 , 24 000,,20 000 ,17 000 , 23 000,,19 000 ,16 000 , 23 000,,21 000 ,18 000 , 25 000,,23 000 ,20 000 , 26 000,,22 000 ,19 000 , 26 000,,20 000 ,17 000 , 23 000,,18 000 ,15 000 , 22 000,,17 000 ,14 000 , 20 000,
Zimbabwe,33 000 ,27 000 , 40 000,,44 000 ,36 000 , 53 000,,55 000 ,45 000 , 66 000,,66 000 ,54 000 , 80 000,,78 000 ,64 000 , 94 000,,89 000 ,73 000 , 110 000,,100 000 ,82 000 , 120 000,,110 000 ,89 000 , 130 000,,120 000 ,96 000 , 140 000,,120 000 ,100 000 , 150 000,,130 000 ,110 000 , 160 000,,130 000 ,110 000 , 160 000,,130 000 ,100 000 , 150 000,,130 000 ,100 000 , 150 000,,120 000 ,100 000 , 150 000,,120 000 ,95 000 , 140 000,,110 000 ,88 000 , 130 000,,97 000 ,79 000 , 120 000,,85 000 ,69 000 , 100 000,,72 000 ,59 000 , 87 000,,57 000 ,46 000 , 68 000,,45 000 ,37 000 , 54 000,,38 000 ,31 000 , 46 000,,34 000 ,28 000 , 41 000,,31 000 ,25 000 , 37 000,,30 000 ,24 000 , 36 000,,28 000 ,23 000 , 34 000,,27 000 ,22 000 , 33 000,,25 000 ,20 000 , 30 000,,24 000 ,20 000 , 29 000,,23 000 ,19 000 , 28 000,,22 000 ,18 000 , 27 000,,21 000 ,17 000 , 25 000,,19 000 ,16 000 , 23 000,
Global,420 000 ,330 000,540 000,,530 000 ,420 000,690 000,,660 000 ,520 000,860 000,,800 000 ,630 000,1 000 000,,950 000 ,740 000,1 200 000,,1 100 000 ,860 000,1 400 000,,1 200 000 ,980 000,1 600 000,,1 400 000 ,1 100 000,1 800 000,,1 500 000 ,1 200 000,2 000 000,,1 700 000 ,1 300 000,2 100 000,,1 800 000 ,1 400 000,2 300 000,,1 900 000 ,1 500 000,2 500 000,,2 000 000 ,1 600 000,2 600 000,,2 000 000 ,1 600 000,2 700 000,,2 100 000 ,1 600 000,2 700 000,,2 000 000 ,1 600 000,2 600 000,,1 900 000 ,1 500 000,2 500 000,,1 700 000 ,1 400 000,2 300 000,,1 600 000 ,1 200 000,2 000 000,,1 400 000 ,1 100 000,1 800 000,,1 300 000 ,1 000 000,1 700 000,,1 200 000 ,950 000,1 600 000,,1 100 000 ,880 000,1 500 000,,1 000 000 ,820 000,1 400 000,,980 000 ,770 000,1 300 000,,930 000 ,730 000,1 200 000,,880 000 ,690 000,1 100 000,,840 000 ,660 000,1 100 000,,790 000 ,620 000,1 000 000,,760 000 ,600 000,990 000,,730 000 ,570 000,940 000,,700 000 ,550 000,910 000,,670 000 ,530 000,870 000,,630 000 ,500 000,820 000,
